asn,isp
47094,Itron
47095,Murray Electric System
47096,Compudyne Inc.
47097,AmeriPharm Inc.
47099,WiTopia Inc.
47100,WiTopia Inc.
47101,City of Yakima
47102,Giesecke & Devrient Systems Canada Inc.
47104,Prolink MO.ru Ltd.
47106,Anton Paar GmbH
47107,Megatrend Poslovna Rjesenja d.o.o.
47110,AUTOCONT a.s.
47111,JSC ER-Telecom Holding
47112,BinckBank N.V
47113,Suffolk Life Pensions Limited
47114,SychrovNET s.r.o
47116,Intellihome Tavkozlesi Szolgaltato Kft
47117,Sibline Ltd.
47118,MAN net Ltd.
47119,JSC Ufanet
47120,Diamond Informatics GmbH
47121,SenseMakers B.V.
47123,TI Sparkle Turkey Telekomunukasyon A.S
47124,Ryazanskiy State University
47125,Proservice LLC
47127,TELEMAQUE SAS
47128,TELEGO Sp. z o.o.
47130,VGN Medien Holding GmbH
47131,PH spol. s r. o.
47132,Innonet ICT-Services GmbH
47133,ProServis Ltd.
47134,Eczacibasi Bilisim San.ve Tic. A.S.
47136,Generali Operations Service Platform S.r.l.
47137,CHAMP Cargosystems S.A.
47138,PLANinterNET GmbH
47139,CJSC INDIGO TAJIKISTAN
47140,LLC Oblastnaya Set
47141,Lit-Tel LLC
47142,RedBlue Networks SRL
47143,Todayhost Limited
47144,LLC WELLNET
47145,I AM TECHNOLOGY LLC
47146,Samba Financial Group
47147,ANEXIA Internetdienstleistungs GmbH
47150,IPC FRANCE SA
47154,HUSAM A. H. HIJAZI
47155,ViaEuropa i Lund AB
47156,Malnet LTD.
47159,Celldomolki Kabeltelevizio Kft.
47164,Manuel Lozano Ruiz
47165,Omskie kabelnye seti Ltd.
47166,ZAO OptikTeleCom
47167,Eurofiber Nederland BV
47168,LLC Lenvendo-Soft
47169,MVM NET Zrt.
47170,Joint stock company Scientific Research Institute of Applied Information Techn
47171,Unibet Services Limited
47172,Greenhost BV
47174,Technical University of Varna
47176,GAS&COM AG
47178,Connessioni Metropolitane S.r.l.
47181,Trancom ISP
47182,Lukos Ltd
47183,JSC Expert RA
47185,Havaalani Isletme ve Havacilik Endustrileri
47186,Allgemeine Baugesellschaft PORR AG
47187,Forinicom S.r.l.
47188,Press TV Co.
47190,TOTAL OIL TURKIYE A.S.
47193,LAN-Optic Ltd
47194,Oblcom Swiss AG
47195,Gameforge 4D GmbH
47196,Garant-Park-Internet LLC
47198,Genmab A/S
47201,General Authority for Regulating the Telecommunications and Digital Government 
47202,LAZER TELECOMUNICACOES S.A.
47203,JSC CrimeaTelecom
47205,Telia Lietuva AB
47206,Societe Francaise Du Radiotelephone - SFR SA
47209,Sage Spain S.L.
47210,Djivaya Voda Ltd.
47211,OOO Kolpinskie Internet-Seti
47212,Republic of Macedonia State University GOCE DELCEV Stip
47213,IKA Telecom LTD
47215,Filoo GmbH
47216,Ettelaat Fanavarn-E Tookan Co Ltd
47217,Planetel SPA
47220,ANTENA3 S.A.
47222,Atlantic Grand
47223,Lukman Multimedia Sp. z o.o
47224,Telecom Italia S.p.A.
47225,Crucial Systems & Services SRL
47226,Nexsys 2009 Ltd.
47227,Charles Briscoe-Smith
47229,Marshal's Office of the Podkarpackie Province
47230,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii
47231,Trade Company EuroHimService Ltd.
47232,ISP Alliance a.s.
47233,SICAE DU CARMAUSIN SA
47234,Olofstroms Kabel-TV AB
47236,CityLink Ltd
47237,NUR Telecom LLC
47240,TRIVON-AS
47241,Joint Stock Company TransTeleCom
47242,Host SpA
47243,ONEXIM Group Ltd.
47245,Network Technology Line LTD
47249,Ringsted Kommune
47250,AKSEL-NET sp. z o.o.
47252,Grzegorz Wloch trading as LUKSUS
47253,BCI Telecommunication & Advanced Technology Company
47255,MCD Europe Limited
47257,Varnoff Ltd.
47258,Premier Group Companies Telecom LLC
47259,TV company KESKO Ltd.
47260,Penske Logistics B.V.
47261,Mediengruppe Mainpost GmbH
47262,Hamara System Tabriz Engineering Company
47264,LDeX Connect LTD
47266,Telecompany Energy LLC
47267,Serbian National Internet Domain Registry Foundation
47269,Core4Net s.r.o.
47271,WISEKEY SA
47273,KSI System Sp. z o.o.
47274,Biotronik SE & Co.KG
47275,Torjon Wieslaw Radka
47278,OAO Moscow Long-Distance Exchange No. 9
47281,Cedc International z.o.o.
47282,LLC SP Abaza Telecom
47283,FOP Koval Dmitro Orestovich
47284,Latvijas Transportlidzeklu apdrosinataju birojs
47285,Patron Technology Persia Ltd
47286,OTS Ltd.
47287,Stardoll AB
47288,FIXNET Telekomunikasyon Limited Sirketi
47289,Volvido Hosting Aps
47290,HAITONG BANK SA
47291,Refrig Co Industrial SRL
47292,Sentia Denmark A/S
47295,NTT Data Business Solutions Global Managed Services GmbH
47297,NetCom BW GmbH
47299,Reyl & Cie SA
47300,INRS
47301,XTB S.A.
47302,cyon GmbH
47303,Redefine Sp z o.o.
47304,NEF Fonden
47305,DEVELIA SA
47306,The International Scientifical and Educational Centre of Informational Technolo
47307,NCI LLC
47309,q.beyond AG
47310,CIMAL - Comunidade Intermunicipal do Alentejo Litoral
47312,Zipping Care S.L.
47314,VINCI SA
47317,Web4ce s.r.o.
47318,West Midlands Ambulance Service NHS Foundation Trust
47321,Interregional Social Foundation Institute of engineering physics
47322,Alior Bank S.A.
47323,LLC PioneerNet
47324,KDB Bank Hungary Ltd.
47327,IT Security Training and Solutions
47328,True Records Inc.
47329,WDM Sp. z o.o.
47330,Mobin Net Communication Company (Private Joint Stock)
47331,TTNet A.S.
47332,LASOTEL SAS
47333,TELESTORE Ltd
47334,I-MEDIA LTD
47335,ABN LTD
47336,Soske Elektrarne Nova Gorica d.o.o.
47337,Uplink AG
47338,MKU TSITiTO
47340,Roche Diagnostics GmbH
47341,Torena II
47342,Tario Ltd.
47344,Rabigh Refining & Petrochemical PJSC
47345,RTS Telecom SRL
47347,Vision Consulting Deutschland GmbH
47348,VERCOM S.A.
47349,Teleradiocompany Bytradiotehnika Ltd.
47351,Red Technology Solutions Limited
47354,PJSC LK Europlan
47355,Societe Francaise Du Radiotelephone - SFR SA
47358,Federal State Budgetary Institution NATIONAL MEDICAL AND SURGICAL CENTER NAMED 
47359,Tvoi Net Ltd.
47360,Casnik Finance d.o.o.
47361,Manufacturing-Technical company System Design LLC
47363,Yunta Ltd.
47364,Plansee Group Service Gmbh
47366,Neopro Altdc SRL
47367,Torbay Economic Development Company Limited
47369,Com Vision Betreibergesellschaft mbH
47370,Firma Sotrudnik Plus Ltd.
47371,XOmobile Ltd.
47372,Bringe Informationstechnik GmbH
47373,Getzner Werkstoffe GmbH
47374,Ultra-Todor Slavov Ltd.
47375,Munitsipalniy Kamchatprofitbank JSC
47377,Orange Belgium SA
47378,VIP-Technologies Ltd.
47379,SITS Ltd
47381,DoclerWeb Informatikai Kft.
47385,JSC RU-CENTER
47387,TURKIYE HAYAT VE EMEKLILIK A.S.
47388,Dante International SA
47389,IT Center Odesa LLC
47390,Payzone SA
47394,Albanian Satellite Communications sh.p.k.
47395,PJSC MegaFon
47396,Mazowiecka Jednostka Wdrazania Programow Unijnych
47397,Base Ltd.
47399,Novoship PJSC.
47401,AmRest Sp. z o.o.
47402,Multimedia BG EOOD
47403,I-Link LLC
47404,Akademia Leona Kozminskiego
47405,NASJONAL SIKKERHETSMYNDIGHET
47406,ERRE ELLE NET s.r.l.
47407,MKU Digital Transformation of the City Administration of Yuzhno-Sakhalinsk
47408,Mandarin S.p.A.
47409,thinkproject Deutschland GmbH
47411,Kremsmueller Anlagenbau GmbH
47412,MONDO PLAST S.R.L.
47414,BCM SOLUTION SRL
47415,JSC Poltava Ore Mining and Processing Plant
47418,Izhcom LLC
47420,Toluna SAS
47421,Biatorbagyi Kabeltv Kft.
47424,ROPECO BUCURESTI SRL
47426,Advitel Ltd
47427,DREAMTEAM NETWORK SRL
47429,Limited liability company Itella
47432,Klinikum Fulda gAG
47433,Sibirskie Seti Ltd.
47434,Scientific Production Enterprise Fortuna
47435,Eschborner Service GmbH
47438,Pskovline Ltd.
47439,Sitikom Ltd.
47440,BST-AS
47441,Comfortel Ltd.
47442,Mada Communications CJSC
47443,Magnet Networks Limited
47444,Novartis AG
47445,Joint-stock company Internet Exchange MSK-IX
47446,Barclays Bank lreland PLC
47447,23M GmbH
47448,Entain Corporate Services Limited
47450,Simfony B.V.
47451,D.O.O.Domen Drustvo za ProizvodnjuPromet i Usluge - Podgorica
47452,IST TELEKOM LLC
47453,ITservice 2009 LTD
47454,60 North ApS
47456,Pervaja Baza Ltd.
47458,ADSWIZZ RO SRL
47461,Star Home GmbH
47463,Modern Telecom Engineering Ltd.
47465,Limited liability company Sovtest IP
47466,Przedsiebiorstwo Produkcyjno-Montazowe Budownictwa PROMONT Sylwester Baradziej
47467,Griffel AB
47468,ENEA WYTWARZANIE SP Z O O
47469,USM U. Schaerer & Soehne AG
47470,CJSC Orlikov-5
47472,CCMedia SARL
47473,Ruzzo Reti S.p.a.
47474,Virtual1 Limited
47475,Lanet Network Ltd
47476,Moto-Profil sp. z o.o.
47477,REWE International Dienstleistungs GmbH
47478,MSTN CJSC
47479,Orion Telekom Tim d.o.o.Beograd
47480,Blue Tiger Solutions Limited
47481,Lime HD LLC
47482,Spectre Operations B.V.
47483,GIRO s.r.o.
47484,ABJP SERVICES SAS
47485,Starnet LTD
47486,Telekta Ltd.
47487,Transgourmet Deutschland GmbH & Co. OHG
47488,BIOS Technologie-Partner GmbH
47490,TuxBox
47491,Techem Energy Services GmbH
47492,Consider IT Limited
47493,WMS s.r.o.
47494,Softway Medical SAS
47495,Radionet -T Ltd
47499,ILVA Ltd.
47503,LLC NTC IT ROSA
47505,Gabriel Vargolici
47506,Nexanet AG
47507,AVATEL TELECOM SA
47510,Airnet-UG LLC
47511,QUEST GLOBAL ENGINEERING SERVICES SRL
47513,FOP Zubenko Volodimir Oleksandrovich
47515,Bundesministerium fuer Inneres Sektion IV
47517,State Enterprise of Central Administration of Ukrainian Railroad
47518,Webfleet Solutions Development Germany GmbH
47520,Allianz Polska Services Sp. z o.o.
47521,IpHost P.C.
47522,LLC NETFORT
47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.
47525,Tallinna Aripanga AS
47527,DLX A/S
47530,Novokuznetsk Telecom Ltd
47531,GorPTUs OOO
47532,Optiver Holding B.V.
47533,MBU CTIS EMR
47534,VOCALINK LTD
47535,JAVELIN BROADBAND LIMITED
47536,Joey Julian Koenig
47538,Swisspro AG
47541,VKontakte Ltd
47542,VKontakte Ltd
47543,Schuberg Philis B.V.
47544,IQ PL Sp. z o.o.
47545,Verkis hf
47546,Asad Tom trading as AsadNet
47548,Flow Line Technologies SAS
47549,Hosting Systems Ltd
47550,FOP Bratinov Oleg Vyacheslavovich
47551,MAYAK NETWORK LLC
47553,Misaka Network Inc.
47555,Diogenius SPRL
47556,Webtitude LTD
47557,Icard Services PLC
47558,Kajeh Nasir Toosi University of Technology
47560,KIT-Magadan LLC
47562,Fast Link Ltd
47563,Sports Information Services Limited
47564,Proizvodstvennoe Obyedineniye Tonus Ltd.
47566,Kolchug-INFO Ltd.
47567,PJSC Bank for Investments and Savings
47568,LAN SERVICE s.r.l.
47569,Erlang company Ltd.
47570,Telia Latvija SIA
47571,Digital Craftsmen Ltd.
47572,Ticketmaster UK Limited
47574,CAR CONTROL SRL
47575,Tbilisi State University
47576,Netzware Handels- und IT-Dienstleistungs GmbH
47577,Righthosting Ltd
47578,PRT Systems Limited
47579,MTS PJSC
47581,NSFOCUS Technologies UK Limited
47582,ANSON NETWORK LIMITED
47583,Hostinger International Limited
47586,Dmitriy V. Kozmenko
47588,TEL COMMUNICATIONS L.L.C.
47589,Kuwait Telecommunication Company (Under Association)
47590,TOV Alvarium
47593,TTTech Computertechnik AG
47594,LC COMLINK
47597,AX3 Holding S.r.l.
47605,FNE-Finland Ltd
47608,SM Etude Devel Sces Reseaux Com
47609,UAB LTMD Networks
47610,RWTH Aachen University
47611,Warner Music International Services Limited
47612,MORGAN HAMART
47613,MiaTel LLC
47615,Fujitsu Services Ltd.
47616,Center for Research and Technology Hellas (CERTH)
47617,Wagner AG Informatik Dienstleistungen
47618,Penzenskaya Telephonnaya company closed joint-stock company
47619,MB Telecom-Ltd. SRL
47620,Tehnosoft LTD
47623,Institute for Informatics and Automation Problems of National Academy of Scienc
47624,NETGUARD LLC
47625,Paul David Hughes trading as Hosting Systems
47626,Timer LLC
47628,KPN B.V.
47630,TeleVoIP bv
47631,SIP COMMUNICATIONS LIMITED
47632,Accenture B. V.
47633,Synthos S.A
47635,Linenet Ltd.
47636,Nitsora Alena Vladimirovna
47637,INFERNA LIMITED
47638,Cadence Networks Ltd
47639,Yanuda AG
47640,Tricomp Sp. z. o. o.
47641,Florian Fuessl
47644,JSC TBC BANK
47645,Selena Telecom LLC
47647,eFellows Ltd.
47648,NOREST SERVICES SAS
47649,EGELI Informatik AG
47650,techbold network solutions GmbH
47652,SuperJob Ltd.
47654,VKS-internet Ltd
47655,LINKINTEL ltd.
47656,Ast-Systems Ltd.
47657,Devexperts Inc
47661,Deloitte GmbH Wirtschaftspruefungsgesellschaft
47663,Dunav osiguranje a.d.o
47664,Neologic Ltd.
47665,Citybook Services Ltd
47666,mStart Business Solutions
47668,LLC R&D Center ScanEx
47670,PE Martin Bornscheuer
47671,Novacorp Networks Limited
47672,CENTRUM ZASOBOW CYBERPRZESTRZENI SIL ZBROJNYCH
47673,BershNet Ltd.
47674,Net Solutions - Consultoria Em Tecnologias De Informacao Sociedade Unipessoal 
47676,Grand Hotel Union d.d.
47677,OJSC EuroChem Mineral and Chemical Company
47678,Sunline.net.ua LTD
47680,EOBO Ltd T/A BBnet
47681,Nej.cz s.r.o.
47682,A2 Ltd
47683,MULTICANAL DEL CABLE TVM SL
47684,Stroytechservice LLC
47685,Bogons Heavy Industries (North) Ltd
47688,RootSecurity bvba
47689,Pudu LLC
47692,Nessus GmbH
47693,Legend Communications Limited
47694,Level-MSK Ltd.
47695,OPONEO.pl S.A.
47696,Atos Information Technology GmbH
47697,BIX.BG Ltd.
47698,Kirei AB
47699,Stiftelsen for Internetinfrastruktur
47700,Georg Thieme Verlag KG
47701,BEIRUT ARAB UNIVERSITY(BAU)
47702,Teleradiocompany Discovery Ltd.
47703,Prospectiuni SA
47704,Academia Ltd
47705,FOP Masliy Kostyantin Mikhailovich
47706,Prinovis Ahrensburg Gmbh
47708,Sveriges Radio AB
47709,Don Online JSC
47711,Line Group Ltd.
47713,EUROPEAN NETWORKS OY
47715,Valeo ApS
47716,ISIX Communications LLP
47717,C&P Capeletti & Perl Gesellschaft fuer Datentechnik mbH
47718,IQVIA SOLUTIONS HQ LTD
47719,Switch Telecom s.a.r.l
47720,CORK INTERNET EXCHANGE LIMITED
47721,Murat Aktas
47723,Softline Trade JSC
47724,Limited Liability Company HeadHunter
47726,INFOBOX LLC
47727,Warnet.cz s.r.o.
47731,ENDAVA ROMANIA SRL
47733,Digital Networks Ltd
47735,NOWIRE s.r.l.
47736,IT and Development Center of Ministry of Interior Estonia
47737,Konsist-OS closed joint-stock company
47739,Aphrodite Limited
47740,OAO UBRiR
47743,Usikov Institute of Radiophysics and Electronics of National Academy of Science
47744,XTEND SOLUTIONS LTD
47745,INTERLAN BG Ltd.
47746,CJSC ONNET COMMUNICATIONS
47747,Limited Liability Company TeleTower
47748,Daticum AD
47749,ORIFLAME SOFTWARE s.r.o.
47752,LLC SERVIS-KOMMUNIKATSIYA SISTEMALARI
47753,ONIT AS
47754,Squarepoint OPS LLC
47755,Wojciech Jerzy Winkel trading as Tempus Telecom
47758,RON-Telecom CJSC
47759,POIG Ltd.
47760,CSCBank SAL
47761,CJSC VTB Capital
47762,WEST CLOUD CONTACT SOLUTIONS LIMITED
47763,Avtosoyuz Plus Ltd.
47764,LLC VK
47765,Danmarks Statistik
47766,Haifa Port Company Ltd
47767,Regionalni centrum Olomouc s.r.o.
47768,Intis Telecom LLP
47769,Elektrobau Mulfingen GmbH trading as ebm-papst Mulfingen GmbH & Co. KG
47770,Varonis Systems LTD
47771,Vivacom Bulgaria EAD
47772,LLC MANAGEMENT COMPANY ULF
47773,Binet Telekomunikasyon LTD. STI.
47774,IT SERVICE CENTER SRL
47775,JSC Ufanet
47777,Mightycare Solutions GmbH
47780,Cebeo NV
47782,FastNet Ltd.
47783,CJSC Ferrero Russia
47784,Entidade de Servicos Partilhados da Administracao Publica I.P.
47785,NTSI Telecom Ltd
47787,EDGOO NETWORKS LLC
47789,Regionalniye Seti Ltd.
47790,Mariusz Chmielewski trading as Netfala
47791,Electronic Arts Limited
47792,ABO NET SRL
47793,Continental Exchange Solutions Inc.
47794,Etihad Atheeb Telecom Company
47795,Beverage Trading Company LLC
47796,Pardaz Gostar Ertebatat Berelian Limited Liability Company
47797,Essex County Council
47798,Martinique TV Cable SAS
47799,National I.I. Mechnikov University of Odessa
47800,TOV Teleradiocompany Intermedia
47804,Market Intelligence Resource Solutions Ltd.
47805,Ministry of Communications and Information Technology
47806,Telecondado SL
47808,Freight Link OJSC
47809,Private Enterprise Matsak Ivan Anatolievich
47810,Proservice LLC
47811,ZAT Holding Company Blitz-Inform
47814,SIA BITE Latvija
47815,Server-Ware GmbH
47816,WF Konijnenberg Holding B.V.
47817,Bank Pasargad PJSC
47818,Midi Picardie Informatique Hospitaliere
47819,JSC Digital health technologies
47820,CEGID S.A.
47822,Public institution Novgorod information and analytical center
47823,Netwise Hosting Ltd
47826,BENTELER Business Services GmbH
47827,UK Metalloinvest LLC
47828,Valitor hf
47829,Telindus-ISIT B.V.
47830,Skorpio Piotr Groborz
47832,Volker Scheffler
47833,AGORA CALYCE SpAS
47834,SOFTEX NCP s.r.o.
47835,ATARAXIE SARL
47836,SC Web Software Development SRL
47837,Alexis BIZON
47838,UAB Socius
47839,Zet Maximum limited
47841,Claranet SAS
47842,JSC Teplopribor
47843,TOSE'EH ERTEBATAT NOVIN ARIA CO PJS
47844,LLC POWERNET
47845,Tiger-Telecom Ltd.
47846,SEDO GmbH
47848,CREDIT EUROPE BANK ROMANIA S.A.
47849,Global Communication Net Plc
47850,TAU INTERNET Sp. z o.o.
47851,Industrial Financial company Ltd.
47852,Investment Industrial Partner Ltd
47854,Qwerty Ltd.
47855,Quantum CJSC
47857,OOO SPARK TELL
47858,APICIL TRANSVERSE Association
47860,OOO OTC
47861,Peter E. J. Durieux
47862,Khalifa University
47863,Stichting Digitale Snelweg Kennemerland
47864,V-NET B.V.
47866,iBrowse SARL
47868,SUPRO spol. s r.o.
47869,Ellada Projects B.V. trading as Netrouting
47870,SYNCHRONOSS SOFTWARE IRELAND LTD
47871,Newsquest Media Group Ltd
47872,Sofia Connect EAD
47873,Telecom V1 Ltd.
47874,InterConsult Bulgaria OOD
47875,Provincia di Padova
47876,Polskie Sieci Elektroenergetyczne Spolka Akcyjna
47881,One Crna Gora DOO
47883,KIBRIS MOBILE TELEKOMUNIKASYON LTD.
47884,JPK Jaroslaw Pawel Krzymin
47886,Equinix (Netherlands) B.V.
47887,AL-HADATHEH LIL-ITISALAT WA AL-TECHNOLOGIA CO.
47888,Generali Finance Sp.z.o.o.
47889,PE Gritcun Oleksandr Viktorovich
47890,UNMANAGED LTD
47891,GROUPE CYRES SAS
47894,VERITEKNIK BILISIM BASIN VE YAYIN LIMITED SIRKETI
47895,LTD Erline
47896,SZYBKINET Sp. z o. o.
47897,RED Medical Systems GmbH
47898,PAN-Telecom Ltd.
47899,MTS PJSC
47900,Art-master LLC
47901,MEEZA QSTP-LLC
47902,Retelit Digital Services S.p.A.
47903,JUB d.o.o.
47904,ARCTUR d.o.o.
47905,energosbyt-as
47907,Elm Company PJS
47909,Baikal telecom LLC
47911,JSC ER-Telecom Holding
47912,BTICINO SpA
47914,OOO Creative Direct Marketing Solutions
47915,NIXWAY SRL
47916,LLC Telkom-Samara
47917,RTV Slovenija
47919,PJSC JSB UkrGasBank
47920,Andrejs Guba
47922,Latvian Geospatial Information Agency
47923,LanCraft Ltd.
47925,TNS-RU Ltd
47927,WIFIWEB s.r.l.
47928,Akhnaton CO Ltd.
47929,UAB Baltnetos komunikacijos
47931,Agora Publishing Services (Ireland) Limited
47935,Quantum Communications Ltd
47936,Nagravision SA
47938,LLC TRAIDES
47939,TDV Teleradio company Yalta
47940,Private Joint Stock Company AVDIIVKA COKE PLANT
47941,Red Hat Ltd
47942,Regional Telecom Ltd
47944,Chambre des Deputes Luxembourg
47946,Le petit-fils de L.U. Chopard & Cie SA
47948,24sata doo
47949,gsnet.cz s.r.o.
47950,LNK SYSTEMS MUNTENIA SRL
47951,Armeva Yazilim ve Danismanlik Anonim Sirketi
47952,ICT BULUT BILISIM A.S.
47953,Global Network Solutions GNS Handelsbolag
47954,Alpha Net Telecom Ltd
47955,OOO KTS-Telecom
47956,XFone 018 Ltd
47957,Worldline IGSA SA
47958,KONTRON SERVICES ROMANIA SRL
47959,Telinea d.o.o.
47961,MX1 Ltd.
47962,SECUREON
47963,IntraLine Ltd.
47965,Signalhorn Trusted Networks GmbH
47966,Koinot-Tv MChJ
47967,Pro Marketing Central LLC
47968,Delovaya Svyaz Ltd.
47969,Moneywheel Research Zrt.
47972,IDGC of Volga JSC
47973,Digital Realty Netherlands B.V.
47974,Netcom LLC
47975,Supercom LLC
47976,Open Joint-Stock Company MARITIME BANK
47977,CEV Group SAS
47979,Provident Financial Company Limited by Shares
47980,SPIR COMMUNICATION SA
47981,Iran University of Medical Sciences
47983,Cinia Oy
47984,TRK Zenit Ltd
47986,Project Informatica srl
47988,Charles Allom
47989,Mosinfocom Llc
47991,Banca Centrala Cooperatista Creditcoop
47993,Bankart procesiranje placilnih instrumentov d.o.o. Ljubljana
47995,Apple Technologies LLC
47996,Kommunikatsyi Stels Ltd.
47998,Oscar Music & Media Ltd.
47999,Verint Systems UK Limited
48000,MTS PJSC
48001,Investment and production company Orien Invest LLC
48003,Wm Morrison Supermarkets Plc
48004,PE Tsibrankov Konstantin Igorevich
48005,Key Way Services SRL
48006,PE Dmytro Golubnichiy Volodomirovich
48007,National Information Technologies Joint-Stock Company
48008,Harmony Information Technologies and Education Development Fund
48009,Limited Liability company MOEX Information Security
48010,OLIMP-KONSALT Ltd
48011,Turunc Smart Bilgisayar Teknoloji Ve Dis Ticaret Limited Sirketi
48012,Allianz-Tiriac Asigurari S.A.
48013,Chemicomp+ CJSC.
48015,NIS A.D Novi Sad - ogranak NIS Petrol
48016,Novatel druzba za informacijske tehnologije d.o.o.
48017,VIALINK SAS
48019,Terra-Telecom LLC
48021,ALSTOR A. Zwierzynski i Wspolnicy Sp.j.
48022,TTcomm S.A.
48023,PLatan Park 1 Leasing Sp. z o.o.
48024,NEROCLOUD LTD
48025,ISLAND-SERWIS-NET MIROSLAW GORCZAKOWSKI
48026,Association Gide Loyrette Nouel
48027,Sitrox AG
48029,NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.)
48031,Ivanov Vitaliy Sergeevich
48032,UMS LLC
48033,JSC Gazprombank
48034,IP Khachaturova Susanna Rafaelievna
48035,Scientific Production Corporation Irkut PJSC
48036,OOO Scientific-Production Enterprise Edma
48037,SSC-ICT Haaglanden
48038,Coop Genossenschaft
48041,Ekaterinburg-Signal Ltd.
48042,Direct2Internet AB
48043,Ozyorsk Telecom CJSC.
48044,Chita-On-Line Ltd.
48045,TOV Flagman Telecom
48047,Lukasz Chrustek Krakowskie Centrum Przetwarzania Danych
48048,INDRA SISTEMAS S.A.
48049,Kommunales Rechenzentrum Niederrhein
48050,Optyma LLC
48051,Alpla LLC
48052,SWISSQUOTE BANK SA
48053,Foundation of Research and Technology Hellas
48055,Business Data Solutions GmbH
48057,Company for interactive technologies ITV DOOEL export-import Skopje
48058,Far-Eastern Distribution Company JSC.
48059,Mercator BH d.o.o.
48061,Limited Liability Company GPM Digital Technologies
48062,INVERS GmbH
48064,Comet Electronics - Dimitrov Alipiev CD
48067,Distinct New Media SRL
48068,VISONIC LIMITED
48069,Metropole Television SA
48070,DSM (GB) Limited
48072,sas alsatis
48073,Virtual Dalnegorsk Ltd.
48075,S.W.I.F.T. SC
48076,Start LLC
48078,Dagomys Telecom LLC
48080,Dmitriy Panchenko
48081,TeleRadioCompany GOK LTD
48082,FOP Mikhailyuk Yuri Ivanovitch
48083,Getronics Services UK Limited
48084,Uzhnie Magistraljnie Linii Svyazi LLC
48085,DNIPRO-Techcenter Ltd
48086,Nikita Sergienko
48089,Infanet Ltd.
48090,PPTECHNOLOGY LIMITED
48091,Kraj Vysocina
48092,T2 Mobile LLC
48093,Webland AB
48094,PBF Electra
48095,XT GLOBAL NETWORKS LTD.
48096,Enterprise Cloud Ltd.
48097,nobilia-Werke J. Stickling GmbH & Co. KG
48100,MTS PJSC
48101,Trooli Ltd
48102,ZAO Peter-Service
48104,CJSB Surgutneftegabank
48107,Data Cloud LLC
48108,VIRTUALDC
48109,Information and eGovernment Authority
48111,Westnetz w.V.
48112,XINDI Networks SRL
48113,SIA PRIME TECHNOLOGY
48114,SOCIETATEA CIVILA DE AVOCATI NESTOR NESTOR DICULESCU KINGSTON PETERSEN
48115,DGM EOOD
48117,C.T.Net LTD
48118,Aries Investments LLC.
48119,Firma Handlowo - Uslugowa MultiFOX
48120,Flash Telecom LLC
48121,Computer research center of Islamic seminary of Isfahan
48122,JSC Helicopters Mil & Kamov
48123,MTS PJSC
48124,MTS PJSC
48125,INTER MUTUELLES ASSISTANCE G.I.E.
48127,LLC Digital Ventures
48128,Obyedinyonniye Lokalniye Seti Ltd.
48129,IRBIS Telecommunications Ltd.
48131,IXOXI s.r.o.
48132,RUTRONIK Elektronische Bauelemente GmbH
48133,e-Net s.r.o.
48134,RATP Connect SA
48135,Leonardo S.p.A.
48136,ZORG Robert Wozny
48137,PI-GROUP
48138,Patek Philippe SA Geneve
48139,Boyens Medienholding GmbH & Co. KG
48140,AGENCE CENTRALE DES ORGANISMES DE SECURITE SOCIALE
48141,Create Online S.R.L.
48143,Mirantis IT LLC
48144,Network Technology Harald Firing Karlsen
48145,Securitas GmbH Data Solutions
48146,Triple A Fibra S.L.
48147,Asre Pardazeshe Ettelaate Amin Institute
48148,SVIAZATOMINFORM Ltd. Company
48149,Ivanteevskie telecommunicacii Ltd
48151,Red Bull GmbH
48152,Digital Frankfurt GmbH
48153,ORWO Net GmbH
48154,Thomas Horx & Christian Wetzig GbR
48155,University of Ruse Angel Kanchev
48157,INK - INTERNET NA KARTE Damian Piasecki
48158,DigitalOne AG
48159,Telecommunication Infrastructure Company
48161,NEXTGEN COMMUNICATIONS SRL
48162,FOP Bihunets Ishtvan Stepanovych
48166,FORTEX CJSC
48167,Cognizant Technology Solution Romania S.R.L.
48171,Atos IT Solutions and Services AB
48172,Inter Telecom O.E.
48173,The Unbelievable Machine Company GmbH
48175,Advanced Networking Technologies (A.N.T.) Company for Information Technology Lt
48176,OOO SET
48177,IGT INTERACTIVE LTD
48178,eCall Limited Liability Company
48179,Pays Voironnais Network
48181,Prolan Ltd.
48182,ENCOMPASS DIGITAL MEDIA SERVICES LIMITED
48183,Uniwersytet Przyrodniczo Humanistyczny w Siedlcach
48184,Tax Committee under the Government of the Republic of Tajikistan
48187,ARABAKO FORU ALDUNDIA / DIPUTACION FORAL DE ALAVA
48188,K-Service LLC
48189,APART Sp. z o.o.
48190,T2 Mobile LLC
48192,ECS corporate NV
48195,Blokhin Evgeniy Aleksandrovich
48197,UNISTREAM COMMERCIAL BANK (JSC)
48200,Opteamax GmbH
48202,ODEC CENTRO DE CALCULO Y APLICACIONES INFORMATICAS
48205,SMART-NETWORK SRL
48206,Net Pro sarl
48208,Narodowe Archiwum Cyfrowe
48209,OOO LANCRONIX
48210,Bonne Terre Ltd
48212,MTS PJSC
48213,ABICOM SAS
48217,PJSC Sberbank
